bas1,h,m,s,star,az,el,delay1,delay2
D/S1W2,11,53,57.0,#19896,63.394658238,74.397533085,40.208177713,56.509886009
D/S1W2,12,5,17.0,#19896,60.757294457,76.474520239,40.208177713,57.793650902
D/S1W2,12,16,37.0,#19572,88.480338914,80.059960811,40.208177713,38.115138573
D/S1W2,12,34,14.0,#18735,115.57741269,84.234682927,70.208235998,64.224352664
D/S1W2,4,58,3.0,#157382,197.470320618,42.908709971,197.669259995,82.375654898
D/S1W2,5,50,5.0,#170012,184.786154412,51.27256493,193.215203805,81.375655441
D/S1W2,10,23,28.0,#217087,297.816846329,70.806989579,15.805391937,75.375658701
D/S1W2,3,37,24.0,#148772,25.062317529,63.39329986,10.73772833,87.375652181
D/S1W2,4,45,19.0,#153578,18.454069923,66.564335687,11.984168441,87.375652181
D/S1W2,5,21,7.0,#153578,6.035108975,68.158152567,7.435278008,87.375652181
D/S1W2,6,13,8.0,#153578,346.71509594,67.456000779,-1.980174465,87.375652181
D/S1W2,6,53,10.0,#163996,3.045576773,72.884605478,20.970043197,87.375652181
D/S1W2,10,45,56.0,#320010,6.17923762,68.219740001,0.2081,79.87171435
D/S1W2,11,11,36.0,#16080,39.428972643,64.437234561,20.208138857,76.58812629
D/S1W2,11,26,11.0,#16080,36.278258871,66.294191628,20.208138857,77.261332901
D/S1W2,11,34,3.0,#16080,34.286656635,67.23637291,20.208138857,77.761197402
D/S1W2,11,42,47.0,#14835,30.352948948,69.781240979,20.208138857,76.484588159
D/S1W2,11,49,50.0,#14835,27.811535472,70.491866992,20.208138857,77.216740269
D/S1W2,12,1,37.0,#17438,23.923640521,66.81708238,4.208107771,73.79401879
D/S1W2,12,11,28.0,#14835,18.603083328,72.269529635,4.208107771,63.930427386
D/S1W2,12,30,21.0,#16080,13.024961384,72.085117437,4.208107771,68.05748402
D/S1W2,6,56,20.0,#203619,154.283789408,29.623303556,220.862965813,47.375673917
D/S1W2,7,24,20.0,#210170,158.043930985,28.616929965,225.661186989,49.37567283
D/S1W2,2,23,38.0,#15469,66.632003209,40.841002655,26.779594941,47.375673822
D/S1W2,7,9,9.0,#63849,87.148692377,48.434368745,111.772383999,81.375655282
D/S1W2,6,45,33.0,#249051,48.282863782,49.108676665,15.490807353,77.375657615
D/S1W2,6,53,54.0,#249051,48.097082143,50.398793785,16.475077803,77.375657615
D/S1W2,7,29,52.0,#233793,29.550485273,57.51317329,3.688571068,87.375652181
D/S1W2,8,0,47.0,#278535,39.323656,52.74449144,11.702463053,87.375652181
D/S1W2,8,41,13.0,#233793,15.3083008,63.30541589,0.323669413,87.375652181
D/S1W2,4,41,18.0,#33500,84.607147183,38.220870095,85.950396911,55.375669451
D/S1W2,6,52,21.0,#34919,87.837878802,66.64770519,54.875185382,39.37567818
D/S1W2,7,26,6.0,#33500,118.546257186,71.60549033,79.68567801,39.37567818
D/S1W2,8,7,45.0,#33500,146.059276464,78.108268376,104.487482242,71.375660724
D/S1W2,8,31,14.0,#19572,274.9548611,72.479747961,52.568044453,87.375651996
D/S1W2,7,48,5.0,#33252,88.431683429,49.492694299,38.519424093,6.015381184
D/S1W2,7,48,6.0,#33252,88.43392283,49.496147532,38.533456757,6.027240874
D/S1W2,7,48,8.0,#33252,88.438402066,49.50305401,38.561521645,6.050947482
D/S1W2,7,48,10.0,#33252,88.442881883,49.509960505,38.589576139,6.074670073
D/S1W2,8,16,10.0,#35200,83.30994135,55.064878941,33.995756644,16.839589946
D/S1W2,8,16,13.0,#35200,83.315263279,55.075172008,34.035329266,16.874941616
D/S1W2,8,16,15.0,#35200,83.318811624,55.082034115,34.061709892,16.898511223
D/S1W2,8,16,17.0,#35200,83.322360285,55.088896271,34.088089624,16.922082292
D/S1W2,8,28,36.0,#36116,74.650985347,57.89303322,18.569946245,20.055589849
D/S1W2,8,29,46.0,#36116,74.713214767,58.126259493,19.429815716,20.843596796
D/S1W2,8,29,54.0,#36116,74.72029342,58.152918331,19.527997546,20.933746527
D/S1W2,8,31,31.0,#36116,74.80557155,58.476227924,20.71730109,22.028400981
D/S1W2,9,8,50.0,#38572,37.197968751,59.735158385,8.938442159,76.773179387
D/S1W2,9,8,54.0,#38572,37.188501908,59.743511485,8.97201973,76.806671211
D/S1W2,9,8,55.0,#38572,37.18613384,59.745599477,8.980419799,76.815044534
D/S1W2,9,9,0.0,#38572,37.174285352,59.756037725,9.022393789,76.856921792
D/S1W2,9,46,40.0,#36116,76.830817751,73.604287109,40.391494072,43.126711229
D/S1W2,9,46,42.0,#36116,76.830166737,73.611014455,40.41242395,43.150791866
D/S1W2,9,46,44.0,#36116,76.829513141,73.617741784,40.43335171,43.174872588
D/S1W2,9,46,46.0,#36116,76.828856959,73.624469097,40.454283441,43.198953403
D/S1W2,9,59,24.0,#35200,99.003583853,76.400406819,76.738084931,62.268755203
D/S1W2,9,59,25.0,#35200,99.008169426,76.403818759,76.748609345,62.281537628
D/S1W2,9,59,26.0,#35200,99.012756715,76.407230659,76.759132105,62.294329495
D/S1W2,9,59,29.0,#35200,99.026528864,76.417466095,76.79071805,62.332696988
D/S1W2,10,13,15.0,#36116,75.104531774,78.955225754,56.373772206,62.314530586
D/S1W2,10,13,21.0,#36116,75.091297902,78.975255792,56.431087711,62.386488899
D/S1W2,10,13,22.0,#36116,75.089084995,78.978594013,56.440636351,62.398481673
D/S1W2,10,13,23.0,#36116,75.08687001,78.9819322,56.450184376,62.410467636
D/S1W2,10,39,49.0,#57683,83.03223235,68.027163938,33.888663346,26.166690974
D/S1W2,10,39,52.0,#57683,83.036166439,68.037451022,33.923362563,26.203524349
D/S1W2,10,39,55.0,#57683,83.040100666,68.047738191,33.958057728,26.240352894
D/S1W2,10,39,57.0,#57683,83.042723562,68.054596352,33.981185584,26.264905888
D/S1W2,10,52,15.0,#58751,72.967148093,70.084868695,23.055587928,29.339496341
D/S1W2,10,52,40.0,#58751,72.95589217,70.167441223,23.325334709,29.633887569
D/S1W2,10,52,51.0,#58751,72.950824941,70.203771545,23.443926382,29.763456829
D/S1W2,10,52,53.0,#58751,72.949896055,70.210376951,23.465486951,29.787013033
D/S1W2,11,3,54.0,#58914,67.267434313,72.089744708,22.561277342,35.555162264
D/S1W2,11,4,0.0,#58914,67.256731572,72.108860999,22.622715206,35.624491513
D/S1W2,11,4,3.0,#58914,67.25136543,72.118418584,22.653423284,35.659160148
D/S1W2,11,4,18.0,#58914,67.224386407,72.166200857,22.806897914,35.832502935
D/S1W2,11,20,30.0,#55322,53.64113416,76.383391084,28.126230371,51.759599949
D/S1W2,11,21,1.0,#55322,53.450432261,76.46952744,28.407255401,52.106216025
D/S1W2,11,21,6.0,#55322,53.419399033,76.483400479,28.452516508,52.162090795
D/S1W2,11,21,23.0,#55322,53.313309566,76.53052695,28.606343681,52.35215495
D/S1W2,11,32,44.0,#58751,69.111898994,78.046526132,47.780302322,58.045386943
D/S1W2,11,32,54.0,#58751,69.077092785,78.078797294,47.875371324,58.163378588
D/S1W2,11,33,29.0,#58751,68.953241641,78.191686677,48.20761088,58.576244965
D/S1W2,11,34,12.0,#58751,68.796658384,78.330248869,48.614833891,59.083395924
D/S1W2,11,47,23.0,#58914,56.017108265,80.112899747,47.458284483,65.669692985
D/S1W2,11,47,34.0,#58914,55.920746963,80.144391483,47.554913789,65.795734758
D/S1W2,11,47,36.0,#58914,55.903151148,80.150113403,47.572468646,65.818652563
D/S1W2,11,47,54.0,#58914,55.743734132,80.201556857,47.73042281,66.024918939
D/S1W2,12,0,46.0,#58751,56.99108193,83.277307696,62.898193734,77.748775369
D/S1W2,12,1,10.0,#58751,56.660594924,83.346703535,63.100646314,78.027121121
D/S1W2,12,1,17.0,#58751,56.562786558,83.366894285,63.159613058,78.10829635
D/S1W2,12,1,23.0,#58751,56.478434515,83.384182487,63.21012171,78.177839089
D/S1W2,12,18,20.0,#55322,0.925835657,82.768656862,53.946286163,87.814573364
D/S1W2,12,18,21.0,#55322,0.900963386,82.768711928,53.953151598,87.825177885
D/S1W2,12,18,24.0,#55322,0.826344294,82.768868128,53.973842049,87.857107811
D/S1W2,12,18,27.0,#55322,0.751721945,82.769010832,53.994556114,87.889100757
D/S1W2,3,44,12.0,#218703,57.965602426,71.796595426,62.271649243,85.905262433
D/S1W2,11,11,44.0,#17438,33.396925392,62.995181954,15.601391869,82.77173011
D/S1W2,11,19,0.0,#14835,34.172759062,68.452914793,19.074809277,74.282279842
D/S1W2,11,26,8.0,#16080,33.223281482,67.682806857,5.21243423,63.047562473
D/S1W2,11,32,58.0,#14835,29.662684049,69.986053712,13.441684067,69.916680193
D/S1W2,11,41,40.0,#17438,26.287913333,66.099284045,10.901062347,79.796152319
D/S1W2,11,52,30.0,#14835,21.888846244,71.754512888,19.032450707,77.778586832
D/S1W2,12,0,36.0,#19572,86.515708297,75.929561488,44.595028599,39.683803766
D/S1W2,12,15,50.0,#18735,101.807918446,79.831618183,63.281594688,53.05749156
D/S1W2,12,23,30.0,#19896,55.582997508,78.995210384,25.509179218,45.050961869
D/S1W2,12,32,29.0,#19572,89.941075387,82.533513366,56.539215112,56.507144688
D/S1W2,12,32,41.0,#19572,89.969026305,82.574967682,56.607179418,56.612003863
D/S1W2,12,41,44.0,#22136,55.248878263,79.489184969,27.103019467,46.390106087
D/S1W2,3,34,5.0,#218703,60.220748659,69.296472517,60.208067396,82.907574794
D/S1W2,6,7,10.0,#289002,38.633983178,69.267300226,10.208119428,58.95365354
D/S1W2,6,27,4.0,#237298,343.178883798,72.712131331,10.208119428,81.754656467
D/S1W2,6,34,39.0,#254159,1.630333114,73.65905698,10.208119428,74.620454133
D/S1W2,6,55,4.0,#236884,313.679309653,74.951650903,30.208158285,87.83173793
D/S1W2,7,13,20.0,#249051,337.371897838,70.447764447,0.2081,79.576598193
D/S1W2,7,26,1.0,#237298,321.692049683,66.848869822,0.2081,87.429146985
D/S1W2,7,51,46.0,#306258,24.436786656,80.528303286,44.20807609,78.285721648
D/S1W2,8,7,58.0,#301163,337.896413988,82.391254261,44.208185485,81.023610869
D/S1W2,8,25,4.0,#301970,326.34903758,79.94341192,38.208173828,82.785091661
D/S1W2,8,32,4.0,#301970,321.016857278,79.08278167,38.208173828,84.700878022
D/S1W2,8,40,12.0,#301163,310.193208384,78.305936518,42.208181599,87.893710905
D/S1W2,8,48,42.0,#306258,323.249537389,78.986226169,36.208169942,83.533839945
D/S1W2,10,45,8.0,#319693,338.542617402,73.273685743,0.2081,69.77826749
D/S1W2,10,50,19.0,#319702,338.779734673,71.939888416,0.2081,74.468164986
D/S1W2,10,57,11.0,#319693,332.899675173,72.244505161,0.2081,72.822179777
D/S1W2,11,3,38.0,#319872,344.104751421,72.835803203,0.2081,71.271829511
D/S1W2,11,9,45.0,#319693,327.860282911,70.954738917,0.2081,76.178004725
D/S1W2,11,15,24.0,#319702,328.892323698,69.63066559,0.2081,80.932543888
D/S1W2,11,40,59.0,#19896,66.264189515,70.485290612,20.208138857,34.780221795
D/S1W2,11,52,53.0,#18311,70.414453575,75.237154696,30.208158285,39.556342504
D/S1W2,12,18,38.0,#21703,60.945529579,75.020836678,30.208158285,48.526456414
D/S1W2,12,25,40.0,#18311,61.578188346,81.487090265,60.20821657,74.176036248
D/S1W2,12,34,25.0,#22136,59.819942859,77.519335605,60.20821657,77.869567496
D/S1W2,4,48,32.0,#148772,6.30603666,67.055802024,4.205934287,87.375652181
D/S1W2,3,1,48.0,#41295,96.861776904,45.251144778,124.147218247,67.875638616
D/S1W2,3,3,38.0,#41295,97.167402228,45.628298247,124.147218247,67.6047912
D/S1W2,3,3,53.0,#41295,97.209286055,45.679708873,124.147218247,67.568467119
D/S1W2,3,5,24.0,#41295,97.46447024,45.991496848,124.147218247,67.351047212
D/S1W2,3,16,25.0,#43354,103.398500808,44.215138483,124.147218247,51.650262418
D/S1W2,3,16,26.0,#43354,103.401629801,44.218498962,124.147218247,51.647957769
D/S1W2,3,16,27.0,#43354,103.404759065,44.221859399,124.147218247,51.645653773
D/S1W2,3,16,29.0,#43354,103.411018402,44.228580139,124.147218247,51.641047746
D/S1W2,3,32,46.0,#43154,105.72971236,48.126931537,124.147218247,52.489361399
D/S1W2,3,33,0.0,#43154,105.777272538,48.173478331,124.147218247,52.46674394
D/S1W2,3,33,8.0,#43154,105.804479946,48.200071597,124.147218247,52.453876095
D/S1W2,3,33,30.0,#43154,105.879413845,48.273184616,124.147218247,52.41869361
D/S1W2,4,3,45.0,#43556,109.584857538,55.014155457,124.147218247,57.350199881
D/S1W2,4,5,49.0,#43556,110.085512738,55.417103819,124.147218247,57.300270025
D/S1W2,4,7,24.0,#43556,110.47471238,55.724940107,124.147218247,57.268986869
D/S1W2,4,7,36.0,#43556,110.524229345,55.763769369,124.147218247,57.265450057
D/S1W2,4,19,43.0,#43154,117.025216954,57.194105657,124.147218247,50.576376375
D/S1W2,4,20,37.0,#43154,117.284617713,57.360088576,124.147218247,50.591759779
D/S1W2,4,20,43.0,#43154,117.313564652,57.378507249,124.147218247,50.593579645
D/S1W2,4,20,47.0,#43154,117.332876533,57.390783694,124.147218247,50.594807267
D/S1W2,4,48,18.0,#41295,123.273300035,66.05227097,102.147230201,43.19199442
D/S1W2,4,48,26.0,#41295,123.326281216,66.075369597,102.147230201,43.205408236
D/S1W2,4,48,33.0,#41295,123.372709776,66.09556937,102.147230201,43.217158814
D/S1W2,4,48,35.0,#41295,123.385987104,66.101338753,102.147230201,43.220526151
D/S1W2,5,2,45.0,#41295,129.554503043,68.464278246,102.147230201,44.885112377
D/S1W2,5,2,48.0,#41295,129.578284286,68.472267404,102.147230201,44.891821183
D/S1W2,5,2,51.0,#41295,129.602080773,68.480253819,102.147230201,44.898524153
D/S1W2,5,2,53.0,#41295,129.617953571,68.485576572,102.147230201,44.902995994
D/S1W2,5,20,35.0,#43354,141.467408814,66.290492577,102.147230201,31.023577413
D/S1W2,5,20,37.0,#43354,141.484418096,66.294795842,102.147230201,31.028908031
D/S1W2,5,20,38.0,#43354,141.492924764,66.296946871,102.147230201,31.031574309
D/S1W2,5,20,39.0,#43354,141.501432793,66.299097501,102.147230201,31.034241236
D/S1W2,5,34,25.0,#43154,148.438075271,68.772019028,102.147230201,36.444879195
D/S1W2,5,34,27.0,#43154,148.457934035,68.775634347,102.147230201,36.451307088
D/S1W2,5,34,29.0,#43154,148.477798859,68.779247626,102.147230201,36.457737502
D/S1W2,5,34,30.0,#43154,148.487733546,68.7810535,102.147230201,36.460953657
D/S1W2,5,51,9.0,#41295,161.140086643,74.310469929,102.147230201,54.001108193
D/S1W2,5,51,13.0,#41295,161.196054278,74.31493033,102.147230201,54.017215783
D/S1W2,5,51,14.0,#41295,161.210050786,74.316043434,102.147230201,54.021236381
D/S1W2,5,51,18.0,#41295,161.266055165,74.320487858,102.147230201,54.03734046
D/S1W2,6,4,18.0,#41295,172.658710967,74.930552656,102.147230201,57.357660652
D/S1W2,6,4,22.0,#41295,172.719017876,74.93231112,102.147230201,57.375589699
D/S1W2,6,4,24.0,#41295,172.749176225,74.933184942,102.147230201,57.384560663
D/S1W2,6,4,39.0,#41295,172.97546652,74.939623564,102.147230201,57.451921764
D/S1W2,6,28,30.0,#43354,185.824890743,70.457755847,102.147230201,47.054523745
D/S1W2,6,28,31.0,#43354,185.836922785,70.457404892,102.147230201,47.059669503
D/S1W2,6,28,32.0,#43354,185.848954423,70.457053216,102.147230201,47.064815821
D/S1W2,6,28,33.0,#43354,185.860985672,70.456700817,102.147230201,47.069962703
D/S1W2,6,39,15.0,#43354,193.469542219,70.083787172,102.147230201,50.488947018
D/S1W2,6,39,15.0,#43354,193.469542219,70.083787172,102.147230201,50.488947018
D/S1W2,6,39,16.0,#43354,193.481164144,70.082982174,102.147230201,50.494449228
D/S1W2,6,39,16.0,#43354,193.481164144,70.082982174,102.147230201,50.494449228
D/S1W2,6,42,0.0,#43354,195.375108225,69.941806341,102.147230201,51.404124518
D/S1W2,6,42,1.0,#43354,195.386580477,69.940890084,102.147230201,51.409715988
D/S1W2,6,42,2.0,#43354,195.398051765,69.93997316,102.147230201,51.415307994
D/S1W2,6,42,3.0,#43354,195.409522105,69.939055569,102.147230201,51.420900541
D/S1W2,7,12,35.0,#43354,214.413010483,67.249645136,46.147260632,6.538826993
D/S1W2,7,12,41.0,#43354,214.467862725,67.237922899,46.147260632,6.577994697
D/S1W2,7,12,41.0,#43354,214.467862725,67.237922899,46.147260632,6.577988633
D/S1W2,7,12,47.0,#43354,214.52266485,67.226184308,46.147260632,6.61717359
D/S1W2,7,19,47.0,#43354,218.23501139,66.365360196,46.147260632,9.402601869
D/S1W2,7,19,49.0,#43354,218.252109981,66.361083449,46.147260632,9.416063431
D/S1W2,7,19,50.0,#43354,218.26065724,66.358944468,46.147260632,9.422788443
D/S1W2,7,19,53.0,#43354,218.286290861,66.352525098,46.147260632,9.442978807
D/S1W2,7,35,14.0,#41295,236.264293265,66.252177102,36.147266066,23.587488176
D/S1W2,7,36,43.0,#41295,236.856206626,65.995616443,36.147266066,24.227640266
D/S1W2,7,37,49.0,#41295,237.28836923,65.804243282,36.147266066,24.704433435
D/S1W2,7,54,38.0,#43354,233.394895627,61.163029193,36.147266066,14.433930062
D/S1W2,7,54,40.0,#43354,233.407076258,61.157482405,36.147266066,14.449175462
D/S1W2,7,54,42.0,#43354,233.41925303,61.151934744,36.147266066,14.464415644
D/S1W2,7,54,44.0,#43354,233.43142595,61.146386207,36.147266066,14.479643626
D/S1W2,8,10,45.0,#51209,229.135025278,64.481481286,36.147266066,11.348605124
D/S1W2,8,11,20.0,#51209,229.382238112,64.389873202,36.147266066,11.601288822
D/S1W2,8,11,37.0,#51209,229.501771583,64.345255447,36.147266066,11.724227159
D/S1W2,8,11,48.0,#51209,229.578928974,64.31634277,36.147266066,11.803823346
D/S1W2,8,25,40.0,#51209,235.012309287,62.041251259,36.147266066,17.966655826
D/S1W2,8,25,58.0,#51209,235.121619695,61.990273452,36.147266066,18.103004056
D/S1W2,8,26,18.0,#51209,235.242693149,61.933552016,36.147266066,18.25464941
D/S1W2,8,26,43.0,#51209,235.393471467,61.86253343,36.147266066,18.444427884
D/S1W2,3,44,47.0,#148772,22.27855915,64.335642254,1.953246825,79.375656528
D/S1W2,6,46,16.0,#163996,4.617997976,72.843422237,21.501707129,87.375652181
D/S1W2,7,47,48.0,#153578,323.585224574,58.339954635,-27.205459685,87.375652181
D/S1W2,11,7,57.0,#247510,154.27581447,56.30784297,195.160115873,87.755651974
D/S1W2,5,21,48.0,#157382,207.329055079,40.407270121,189.301041767,87.375652181
D/S1W2,5,57,24.0,#170012,190.786524778,50.846004168,194.025520164,87.375652181
D/S1W2,10,7,17.0,#306263,68.169091135,68.959371088,40.895677198,53.375670656
D/S1W2,11,21,17.0,#301480,6.899483526,77.605148908,29.76640505,79.375656528
D/S1W2,7,58,43.0,#13826,62.453283397,68.967790609,67.379347498,87.375652108
D/S1W2,9,40,59.0,#251622,2.240965086,73.960394867,12.180787184,75.375658701
D/S1W2,4,4,5.0,#237298,345.896996563,73.006276741,0.2081,70.536232852
D/S1W2,4,39,0.0,#248243,344.194314443,70.902980904,0.2081,78.018735107
D/S1W2,4,57,29.0,#301163,44.092428662,79.771006032,6.208111663,32.012079859
D/S1W2,5,15,13.0,#294660,6.76991145,82.399131944,6.208111663,40.233798645
D/S1W2,5,33,41.0,#294660,341.31617334,81.989563253,6.208111663,44.526525803
D/S1W2,5,40,52.0,#301163,351.30744509,82.91496696,6.208111663,40.721133339
D/S1W2,5,48,19.0,#301970,346.113393893,81.570982859,6.208111663,45.923485949
D/S1W2,5,55,46.0,#301163,331.311367953,81.906425902,6.208111663,44.417040408
D/S1W2,6,4,7.0,#265009,322.642830029,66.704043322,-1.791903888,86.33699423
D/S1W2,6,11,0.0,#256129,306.032414684,66.646353429,-1.791903888,75.724678522
D/S1W2,6,18,7.0,#257868,288.782582608,66.993430806,-1.791903888,57.745702784
D/S1W2,6,24,0.0,#256129,304.446056323,64.444568875,-1.791903888,80.30482205
D/S1W2,6,46,25.0,#236815,281.550268403,50.781883251,-1.791903888,75.063429182
D/S1W2,6,54,38.0,#236852,282.910780602,49.253052656,-1.791903888,80.047866423
D/S1W2,7,0,32.0,#236815,282.821655446,47.921882344,-1.791903888,81.803596584
D/S1W2,7,7,18.0,#233229,282.843860186,44.375923673,-1.791903888,86.813215411
D/S1W2,7,58,45.0,#22136,67.213362796,51.20881886,62.208220519,79.490384033
D/S1W2,8,4,39.0,#22136,67.446897371,52.337252101,62.208220522,78.762721518
D/S1W2,8,13,36.0,#19572,78.881009763,56.757494765,62.208220522,54.966153637
D/S1W2,8,19,38.0,#22592,70.561254425,54.460929977,62.208220522,71.735670867
D/S1W2,8,33,10.0,#22592,71.115516418,57.110712825,62.208220522,70.594232564
D/S1W2,8,39,21.0,#22592,71.334433216,58.324158957,62.208220519,70.191561077
D/S1W2,8,46,29.0,#19572,81.500462497,63.473068589,68.208232182,59.72403954
D/S1W2,9,1,23.0,#19896,67.662522467,66.284349533,68.208232182,81.861103806
D/S1W2,9,15,21.0,#19572,83.820163804,69.406815898,68.208232182,60.490644751
D/S1W2,9,31,5.0,#22136,67.402847598,68.962761517,68.208063028,81.699533809
D/S1W2,9,48,55.0,#24300,71.05419531,69.627011655,68.208232182,76.885286988
D/S1W2,9,56,40.0,#22592,70.49802693,73.536202344,60.208216631,69.515925764
D/S1W2,10,4,21.0,#19572,88.198140918,79.534963207,60.208216631,57.720238976
D/S1W2,10,11,57.0,#22136,61.290644417,76.638829131,60.208216631,77.24454076
D/S1W2,10,20,37.0,#19572,90.184130841,82.906033696,60.208216633,60.517473884
D/S1W2,10,29,34.0,#22592,63.95185603,79.853181257,60.208216633,73.610829052
D/S1W2,10,35,39.0,#24300,64.792042974,78.657985965,60.208216631,73.526635792
D/S1W2,10,44,1.0,#22136,44.345507827,82.029244062,50.208197192,72.198734329
D/S1W2,10,55,5.0,#24300,55.663355005,82.173143843,50.208197192,66.671111246
D/S1W2,11,6,15.0,#22136,13.12297808,84.34879306,50.208197194,76.701962617
D/S1W2,11,33,34.0,#33869,127.85072898,74.658622539,86.208267174,48.322272912
D/S1W2,11,42,37.0,#33201,134.814861692,76.900761465,86.208267178,52.170975695
D/S1W2,11,49,55.0,#33869,139.476220519,77.118476897,86.208267174,51.333221929
D/S1W2,12,0,27.0,#31841,162.610661938,77.986566484,86.208267171,51.231152152
D/S1W2,12,7,38.0,#33869,156.816462441,79.073162001,86.208267174,55.234633295
D/S1W2,12,14,9.0,#32872,172.390538182,76.638854644,86.208267174,47.347664307
D/S1W2,12,23,45.0,#33500,178.805665895,79.91527494,86.208267171,59.976532264
D/S1W2,12,35,34.0,#31841,201.860772147,77.689111802,86.208267175,61.162085196
D/S1W2,12,49,2.0,#33500,209.426751985,78.600059358,86.208267175,67.516349429
D/S1W2,12,58,8.0,#33201,220.521907404,77.70722547,86.208267175,72.418723635
D/S1W2,8,51,25.0,#233793,14.70493082,63.430998131,0.486769345,87.755651974
D/S1W2,9,30,56.0,#254621,162.298724689,66.727401428,145.816571505,71.375660875
D/S1W2,9,39,14.0,#254621,167.372887841,67.177708107,143.790444968,71.375660875
D/S1W2,10,3,53.0,#260525,177.784482667,66.208009313,143.920897924,71.375660875
D/S1W2,4,49,1.0,#33500,85.084597515,39.002233079,90.845134578,59.375667266
D/S1W2,7,20,57.0,#33500,114.841960943,69.923381901,74.7497996,33.375681451
D/S1W2,7,40,49.0,#33500,123.749478747,73.519650121,72.183833044,33.375681451
D/S1W2,12,12,10.0,#53526,54.97530063,76.217360203,14.685817351,37.375679321
D/S1W2,10,59,39.0,#22136,30.783239893,83.52121721,20.208089127,44.462704818
D/S1W2,11,59,23.0,#19572,272.830904763,77.402439887,0.2081,26.318951268
D/S1W2,12,25,2.0,#22592,291.273167965,76.25592607,0.2081,41.598350733
D/S1W2,12,33,25.0,#19572,275.797127946,70.369381572,0.2081,38.96250778
D/S1W2,12,39,44.0,#19572,276.314056912,69.067425838,0.2081,41.46853389
D/S1W2,7,8,23.0,#301163,29.012372759,81.880528725,0.2081,29.020360454
D/S1W2,7,35,41.0,#306258,16.482763132,81.073379778,0.2081,35.749205397
D/S1W2,7,50,37.0,#301163,330.374066071,81.824979639,0.2081,38.628583647
D/S1W2,10,45,48.0,#19572,81.927057932,64.561849329,70.891887791,62.416166309
D/S1W2,11,26,23.0,#19572,85.239871263,72.919489147,74.208059788,67.746544075
D/S1W2,11,35,4.0,#18735,95.769182504,75.506345556,74.20824377,60.898139228
D/S1W2,11,49,58.0,#19572,87.358947631,77.797050391,74.20824377,70.474116171
D/S1W2,11,59,4.0,#19896,57.608010541,78.168241836,50.208197142,69.054774307
D/S1W2,12,5,54.0,#19572,89.050673278,81.097785501,50.208197142,48.946672405
D/S1W2,12,11,51.0,#22136,59.476379176,77.701767742,30.208158285,48.00822976
D/S1W2,12,24,13.0,#19572,91.887234968,84.893871815,30.208158285,32.399381317
